Dept_Name,Expense_Class,Object_Expenditure,Approp_Type,2024_Actual_New_General,2024_Actual_Automatic,2024_Actual_Total,2025_Program_New_General,2025_Program_Automatic,2025_Program_Total,2026_GAA_New_General,2026_GAA_Automatic,2026_GAA_Total,Page_No
Other Executive Offices (OEOs),Other Benefits,Retirement and Life Insurance Premiums,None,0,516692,516692,0,558556,558556,0,636761,636761,82
Other Executive Offices (OEOs),Other Benefits,PAG-IBIG Contributions,None,17160,0,17160,21009,0,21009,21091,0,21091,82
Other Executive Offices (OEOs),Other Benefits,PhilHealth Contributions,None,101059,0,101059,109979,0,109979,123654,0,123654,82
Other Executive Offices (OEOs),Other Benefits,Employees Compensation Insurance Premiums,None,8782,0,8782,10509,0,10509,10553,0,10553,82
Other Executive Offices (OEOs),Other Benefits,Terminal Leave,None,136189,0,136189,52865,0,52865,68730,0,68730,82
Other Executive Offices (OEOs),Other Benefits,Loyalty Award Civilian,None,4200,0,4200,5535,0,5535,5215,15,5230,82
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Travelling Expenses,None,720765,109283,830048,870771,89107,959878,734859,77582,812441,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,366776,6588,373364,663515,21525,685040,686868,23671,710539,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,693115,24815,717930,983842,26706,1010548,1334399,30746,1365145,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Utility Expenses,None,262652,20931,283583,311045,26690,337735,365385,26690,392075,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Communication Expenses,None,140753,9089,149842,256943,21123,278066,291767,15723,307490,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,121263,1472,122735,136151,0,136151,135289,0,135289,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Survey Research Exploration and Development Expenses,None,1340212,0,1340212,597058,0,597058,213299,0,213299,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Demolition/Relocation and Desilting/Dredging Expenses,None,544,0,544,135,0,135,0,0,0,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Professional Services,None,1421228,228892,1650120,1125526,235563,1361089,1708899,230093,1938992,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,General Services,None,391367,39100,430467,488517,20019,508536,554261,20619,574880,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Repairs and Maintenance,None,173528,6809,180337,233793,9544,243337,296879,22070,318949,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,3620681,299895,3920576,5849070,340605,6189675,6445305,420826,6866131,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,65357,2098,67455,119741,2322,122063,326903,3022,329925,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Labor and Wages,None,4501,0,4501,4050,0,4050,1823,0,1823,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,43374,433,43807,41463,421,41884,50518,421,50939,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Confidential Expenses,None,1171362,0,1171362,1172500,0,1172500,1181305,0,1181305,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Intelligence Expenses,None,1840200,0,1840200,640200,0,640200,1120200,0,1120200,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Advertising Expenses,None,34401,8090,42491,17924,26657,44581,29565,28657,58222,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Printing and Publication Expenses,None,30985,1025,32010,61879,2059,63938,73103,2076,75179,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Representation Expenses,None,454827,102026,556853,684552,50720,735272,887060,47369,934429,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,15116,143,15259,8308,3396,11704,19825,3396,23221,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Rent/Lease Expenses,None,666686,11008,677694,863310,17660,880970,1006351,6100,1012451,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,6848,232,7080,5895,600,6495,5170,600,5770,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Subscription Expenses,None,291069,3615,294684,509057,5955,515012,723801,12046,735847,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Donations,None,27602301,994026,28596327,32358967,1190059,33549026,45105999,495000,45600999,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Bank Transaction Fee,None,67,1,68,305,72,377,171,72,243,83
Other Executive Offices (OEOs),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,660915,23469,684384,471325,147759,619084,318188,160259,478447,83
Other Executive Offices (OEOs),Capital Outlays,Infrastructure Outlay,None,4678040,0,4678040,4993337,0,4993337,5411200,0,5411200,84
Other Executive Offices (OEOs),Capital Outlays,Buildings and Other Structures,None,1583467,0,1583467,823953,0,823953,1453157,0,1453157,84
Other Executive Offices (OEOs),Capital Outlays,Machinery and Equipment Outlay,None,447480,0,447480,1000275,2350,1002625,1046713,341065,1387778,84
Other Executive Offices (OEOs),Capital Outlays,Transportation Equipment Outlay,None,249926,0,249926,182294,0,182294,205197,7700,212897,84
Other Executive Offices (OEOs),Capital Outlays,Furniture Fixtures and Books Outlay,None,19813,0,19813,50780,0,50780,19764,0,19764,84
Other Executive Offices (OEOs),Capital Outlays,Leased Assets Improvements,None,0,0,0,0,0,0,3200,0,3200,84
Other Executive Offices (OEOs),Capital Outlays,Heritage Assets,None,40322,0,40322,109967,0,109967,124558,0,124558,84
Other Executive Offices (OEOs),Capital Outlays,Other Property Plant and Equipment Outlay,None,6006,0,6006,0,0,0,89207,1317,90524,84
Other Executive Offices (OEOs),Capital Outlays,Investment Outlay,None,0,10000,10000,0,10000,10000,0,10000,10000,84
Other Executive Offices (OEOs),Capital Outlays,Intangible Assets Outlay,None,30563,0,30563,4210,0,4210,33355,0,33355,84
The Judiciary (JUD),Salaries and other Lump-sums,Basic Salary,None,17609204,0,17609204,14576434,0,14576434,16542064,0,16542064,84
The Judiciary (JUD),Salaries and other Lump-sums,Creation of New Positions,None,0,0,0,1076060,0,1076060,2266734,0,2266734,84
The Judiciary (JUD),Salaries and other Lump-sums,Reclassification of Positions,None,0,0,0,39596,0,39596,61357,0,61357,84
The Judiciary (JUD),Other Compensation Common to All,Personnel Economic Relief Allowance,None,828998,0,828998,708408,0,708408,708288,0,708288,84
The Judiciary (JUD),Other Compensation Common to All,Representation Allowance,None,546734,0,546734,411588,0,411588,412026,0,412026,85
The Judiciary (JUD),Other Compensation Common to All,Transportation Allowance,None,526239,0,526239,411402,0,411402,411840,0,411840,85
The Judiciary (JUD),Other Compensation Common to All,Clothing and Uniform Allowance,None,215443,0,215443,206626,0,206626,206591,0,206591,85
The Judiciary (JUD),Other Compensation Common to All,Honoraria,None,5022,0,5022,8881,0,8881,9482,0,9482,85
The Judiciary (JUD),Other Compensation Common to All,Overtime Pay,None,93380,0,93380,35635,0,35635,48781,0,48781,85
The Judiciary (JUD),Other Compensation Common to All,Year End Bonus,None,1517764,0,1517764,1214704,0,1214704,1378505,0,1378505,85
The Judiciary (JUD),Other Compensation Common to All,Mid-Year Bonus Civilian,None,1489580,0,1489580,1214704,0,1214704,1378505,0,1378505,85
The Judiciary (JUD),Other Compensation Common to All,Cash Gift,None,166873,0,166873,147590,0,147590,147565,0,147565,85
The Judiciary (JUD),Other Compensation Common to All,Productivity Enhancement Incentive,None,165938,0,165938,147590,0,147590,147565,0,147565,85
The Judiciary (JUD),Other Compensation Common to All,Step Increment,None,0,0,0,36443,0,36443,41355,0,41355,85
The Judiciary (JUD),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,11802,0,11802,19436,0,19436,21199,0,21199,85
The Judiciary (JUD),Other Compensation for Specific Groups,Magna Carta for Public Social Workers,None,6662,0,6662,16181,0,16181,18774,0,18774,85
The Judiciary (JUD),Other Compensation for Specific Groups,Hazard Pay,None,168814,0,168814,0,0,0,10305,0,10305,85
The Judiciary (JUD),Other Compensation for Specific Groups,Longevity Pay,None,373532,0,373532,376010,0,376010,430719,0,430719,85
The Judiciary (JUD),Other Compensation for Specific Groups,Night Shift Differential Pay,None,913,0,913,3875,0,3875,4197,0,4197,85
The Judiciary (JUD),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,0,0,7363892,0,7363892,8462579,0,8462579,85
The Judiciary (JUD),Other Compensation for Specific Groups,Other Personnel Benefits,None,9287492,0,9287492,598606,0,598606,1022418,0,1022418,85
The Judiciary (JUD),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,1065,0,1065,0,0,0,124491,0,124491,85
The Judiciary (JUD),Other Benefits,Pension Civilian Personnel,None,5002312,0,5002312,5958367,0,5958367,6832427,0,6832427,85
The Judiciary (JUD),Other Benefits,Retirement and Life Insurance Premiums,None,0,1374617,1374617,0,1896268,1896268,0,2176406,2176406,85
The Judiciary (JUD),Other Benefits,PAG-IBIG Contributions,None,77650,0,77650,70846,0,70846,70834,0,70834,85
The Judiciary (JUD),Other Benefits,PhilHealth Contributions,None,373880,0,373880,316092,0,316092,347557,0,347557,85
The Judiciary (JUD),Other Benefits,Employees Compensation Insurance Premiums,None,41095,0,41095,35421,0,35421,35516,0,35516,85
The Judiciary (JUD),Other Benefits,Retirement Gratuity,None,2603238,0,2603238,2075354,0,2075354,1064682,0,1064682,85
The Judiciary (JUD),Other Benefits,Terminal Leave,None,2323094,0,2323094,2271299,0,2271299,1361461,0,1361461,85
The Judiciary (JUD),Other Benefits,Loyalty Award Civilian,None,32230,0,32230,25377,0,25377,23045,0,23045,85
The Judiciary (JUD),Maintenance and Other Operating Services,Travelling Expenses,None,311879,0,311879,537081,0,537081,631836,0,631836,86
The Judiciary (JUD),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,327536,0,327536,481568,0,481568,636794,0,636794,86
The Judiciary (JUD),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,1420068,0,1420068,2730423,0,2730423,2970187,0,2970187,86
The Judiciary (JUD),Maintenance and Other Operating Services,Utility Expenses,None,707063,0,707063,954747,0,954747,1019718,0,1019718,86
The Judiciary (JUD),Maintenance and Other Operating Services,Communication Expenses,None,303981,0,303981,553410,0,553410,586958,0,586958,86
The Judiciary (JUD),Maintenance and Other Operating Services,Professional Services,None,1795921,0,1795921,1283172,0,1283172,1283172,0,1283172,86
The Judiciary (JUD),Maintenance and Other Operating Services,General Services,None,445818,0,445818,656254,0,656254,665867,0,665867,86
The Judiciary (JUD),Maintenance and Other Operating Services,Repairs and Maintenance,None,502448,0,502448,1041510,0,1041510,1092568,0,1092568,86
The Judiciary (JUD),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,132208,0,132208,161801,0,161801,161801,0,161801,86
The Judiciary (JUD),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,63080,0,63080,111940,0,111940,112535,0,112535,86
The Judiciary (JUD),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,348331,0,348331,470135,0,470135,474012,0,474012,86
The Judiciary (JUD),Maintenance and Other Operating Services,Advertising Expenses,None,7014,0,7014,20095,0,20095,20783,0,20783,86
The Judiciary (JUD),Maintenance and Other Operating Services,Printing and Publication Expenses,None,6674,0,6674,3867,0,3867,4022,0,4022,86
The Judiciary (JUD),Maintenance and Other Operating Services,Representation Expenses,None,37454,0,37454,111877,0,111877,118879,0,118879,86
The Judiciary (JUD),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,20932,0,20932,117624,0,117624,122275,0,122275,86
The Judiciary (JUD),Maintenance and Other Operating Services,Rent/Lease Expenses,None,603478,0,603478,1102042,0,1102042,1145654,0,1145654,86
The Judiciary (JUD),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,433,0,433,444,0,444,444,0,444,86
The Judiciary (JUD),Maintenance and Other Operating Services,Subscription Expenses,None,654051,0,654051,1507245,0,1507245,3285455,0,3285455,86
The Judiciary (JUD),Maintenance and Other Operating Services,Donations,None,5,0,5,5,0,5,5,0,5,86
The Judiciary (JUD),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,2505234,0,2505234,2496079,0,2496079,2709296,0,2709296,86
The Judiciary (JUD),Capital Outlays,Land Outlay,None,165000,0,165000,0,0,0,0,0,0,86
The Judiciary (JUD),Capital Outlays,Land Improvements Outlay,None,0,0,0,54000,0,54000,0,0,0,86
The Judiciary (JUD),Capital Outlays,Buildings and Other Structures,None,4732792,0,4732792,1246408,0,1246408,3157409,0,3157409,87
The Judiciary (JUD),Capital Outlays,Machinery and Equipment Outlay,None,297126,0,297126,922198,0,922198,1351184,0,1351184,87
The Judiciary (JUD),Capital Outlays,Transportation Equipment Outlay,None,129525,0,129525,198210,0,198210,71960,0,71960,87
The Judiciary (JUD),Capital Outlays,Furniture Fixtures and Books Outlay,None,64694,0,64694,113757,0,113757,40218,0,40218,87
The Judiciary (JUD),Capital Outlays,Other Property Plant and Equipment Outlay,None,1541,0,1541,0,0,0,2818,0,2818,87
The Judiciary (JUD),Capital Outlays,Intangible Assets Outlay,None,201922,0,201922,5269892,0,5269892,2507332,0,2507332,87
Civil Service Commission (CSC),Salaries and other Lump-sums,Basic Salary,None,1227922,0,1227922,906818,0,906818,1046823,0,1046823,87
Civil Service Commission (CSC),Other Compensation Common to All,Personnel Economic Relief Allowance,None,32869,0,32869,30432,0,30432,30792,0,30792,87
Civil Service Commission (CSC),Other Compensation Common to All,Representation Allowance,None,22421,0,22421,24912,0,24912,25182,0,25182,87
Civil Service Commission (CSC),Other Compensation Common to All,Transportation Allowance,None,22088,0,22088,23586,0,23586,23958,0,23958,87
Civil Service Commission (CSC),Other Compensation Common to All,Clothing and Uniform Allowance,None,8487,0,8487,8876,0,8876,8981,0,8981,87
Civil Service Commission (CSC),Other Compensation Common to All,Overtime Pay,None,56,0,56,0,0,0,0,0,0,87
Civil Service Commission (CSC),Other Compensation Common to All,Year End Bonus,None,76728,0,76728,75568,0,75568,87234,0,87234,87
Civil Service Commission (CSC),Other Compensation Common to All,Mid-Year Bonus Civilian,None,76607,0,76607,75568,0,75568,87234,0,87234,87
Civil Service Commission (CSC),Other Compensation Common to All,Cash Gift,None,6582,0,6582,6340,0,6340,6415,0,6415,87
Civil Service Commission (CSC),Other Compensation Common to All,Per Diems,None,281,0,281,427,0,427,427,0,427,87
Civil Service Commission (CSC),Other Compensation Common to All,Productivity Enhancement Incentive,None,6565,0,6565,6340,0,6340,6415,0,6415,87
Civil Service Commission (CSC),Other Compensation Common to All,Step Increment,None,0,0,0,2265,0,2265,2617,0,2617,87
Civil Service Commission (CSC),Other Compensation Common to All,Performance Based Bonus,None,1184,0,1184,0,0,0,0,0,0,87
Civil Service Commission (CSC),Other Compensation Common to All,Collective Negotiation Agreement,None,1488,0,1488,0,0,0,0,0,0,87
Civil Service Commission (CSC),Other Compensation for Specific Groups,Provident/Welfare Fund Contributions,None,987,0,987,0,0,0,0,0,0,88
Civil Service Commission (CSC),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,0,0,217795,0,217795,230072,0,230072,88
Civil Service Commission (CSC),Other Compensation for Specific Groups,Other Personnel Benefits,None,1421,0,1421,0,0,0,0,0,0,88
Civil Service Commission (CSC),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,0,0,0,4404,0,4404,0,0,0,88
Civil Service Commission (CSC),Other Benefits,Pension Civilian Personnel,None,39389,0,39389,39821,0,39821,46229,0,46229,88
Civil Service Commission (CSC),Other Benefits,Retirement and Life Insurance Premiums,None,0,116623,116623,0,128628,128628,0,146808,146808,88
Civil Service Commission (CSC),Other Benefits,PAG-IBIG Contributions,None,1558,0,1558,3047,0,3047,3076,0,3076,88
Civil Service Commission (CSC),Other Benefits,PhilHealth Contributions,None,16809,0,16809,21125,0,21125,23454,0,23454,88
Civil Service Commission (CSC),Other Benefits,Employees Compensation Insurance Premiums,None,1514,0,1514,1520,0,1520,1540,0,1540,88
Civil Service Commission (CSC),Other Benefits,Retirement Gratuity,None,0,0,0,14334,0,14334,0,0,0,88
Civil Service Commission (CSC),Other Benefits,Loyalty Award Civilian,None,30,0,30,0,0,0,745,0,745,88
Civil Service Commission (CSC),Other Benefits,Terminal Leave,None,8533,0,8533,22035,0,22035,22370,0,22370,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Travelling Expenses,None,41955,0,41955,43573,0,43573,43799,0,43799,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,26324,0,26324,25216,0,25216,29518,0,29518,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,69332,0,69332,62894,0,62894,61023,0,61023,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Utility Expenses,None,54384,0,54384,62848,0,62848,60105,0,60105,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Communication Expenses,None,55694,0,55694,42220,0,42220,42456,0,42456,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,24071,0,24071,24966,0,24966,24965,0,24965,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Professional Services,None,35809,0,35809,38437,0,38437,41042,0,41042,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,General Services,None,136312,0,136312,64867,0,64867,72856,0,72856,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Repairs and Maintenance,None,19497,0,19497,41483,0,41483,38458,0,38458,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,3300,0,3300,3300,0,3300,3000,0,3000,88
Civil Service Commission (CSC),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,8283,0,8283,8170,0,8170,8113,0,8113,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Labor and Wages,None,28095,0,28095,28095,0,28095,28095,0,28095,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,7861,0,7861,7861,0,7861,7861,0,7861,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Advertising Expenses,None,6297,0,6297,6678,0,6678,6661,0,6661,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Printing and Publication Expenses,None,5010,0,5010,5720,0,5720,5917,0,5917,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Representation Expenses,None,14045,0,14045,15090,0,15090,14759,0,14759,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,5048,0,5048,4991,0,4991,5061,0,5061,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Rent/Lease Expenses,None,4435,0,4435,4471,0,4471,4471,0,4471,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,119,0,119,136,0,136,136,0,136,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Subscription Expenses,None,2324,0,2324,257573,0,257573,347084,0,347084,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Bank Transaction Fee,None,1,0,1,4,0,4,4,0,4,89
Civil Service Commission (CSC),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,18031,0,18031,0,0,0,0,0,0,89
Civil Service Commission (CSC),Capital Outlays,Buildings and Other Structures,None,101564,0,101564,32455,0,32455,0,0,0,89
Civil Service Commission (CSC),Capital Outlays,Machinery and Equipment Outlay,None,55156,0,55156,454034,0,454034,317239,0,317239,89
Civil Service Commission (CSC),Capital Outlays,Transportation Equipment Outlay,None,26686,0,26686,0,0,0,0,0,0,89
Civil Service Commission (CSC),Capital Outlays,Furniture Fixtures and Books Outlay,None,1857,0,1857,0,0,0,0,0,0,89
Commission on Audit (COA),Other Compensation Common to All,Personnel Economic Relief Allowance,None,260964,0,260964,193560,0,193560,200784,0,200784,90
Commission on Audit (COA),Other Compensation Common to All,Representation Allowance,None,181877,0,181877,52476,0,52476,53742,0,53742,90
Commission on Audit (COA),Other Compensation Common to All,Transportation Allowance,None,159286,0,159286,52476,0,52476,53742,0,53742,90
Commission on Audit (COA),Other Compensation Common to All,Clothing and Uniform Allowance,None,74486,0,74486,56455,0,56455,58562,0,58562,90
Commission on Audit (COA),Other Compensation Common to All,Overtime Pay,None,2310,0,2310,0,0,0,0,0,0,90
Commission on Audit (COA),Other Compensation Common to All,Year End Bonus,None,527891,0,527891,459587,0,459587,542373,0,542373,90
Commission on Audit (COA),Other Compensation Common to All,Mid-Year Bonus Civilian,None,621519,0,621519,459587,0,459587,542373,0,542373,90
Commission on Audit (COA),Other Compensation Common to All,Cash Gift,None,43590,0,43590,40325,0,40325,41830,0,41830,90
Commission on Audit (COA),Other Compensation Common to All,Productivity Enhancement Incentive,None,42677,0,42677,40325,0,40325,41830,0,41830,90
Commission on Audit (COA),Other Compensation Common to All,Step Increment,None,0,0,0,13787,0,13787,16272,0,16272,90
Commission on Audit (COA),Other Compensation Common to All,Performance Based Bonus,None,268783,0,268783,0,0,0,0,0,0,90
Commission on Audit (COA),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,164,0,164,0,0,0,0,0,0,90
Commission on Audit (COA),Other Compensation for Specific Groups,Laundry Allowance,None,33,0,33,0,0,0,0,0,0,90
Commission on Audit (COA),Other Compensation for Specific Groups,Hazard Duty Pay,None,1822,0,1822,0,0,0,0,0,0,90
Commission on Audit (COA),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,0,0,4115774,0,4115774,4402305,0,4402305,90
Commission on Audit (COA),Other Compensation for Specific Groups,Other Personnel Benefits,None,2029790,0,2029790,0,0,0,0,0,0,90
Commission on Audit (COA),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,23586,0,23586,0,0,0,0,0,0,90
Commission on Audit (COA),Other Benefits,Pension Civilian Personnel,None,55033,0,55033,53999,0,53999,55236,0,55236,90
Commission on Audit (COA),Other Benefits,Retirement and Life Insurance Premiums,None,0,683699,683699,0,1045801,1045801,0,1195556,1195556,90
Commission on Audit (COA),Other Benefits,PAG-IBIG Contributions,None,22582,0,22582,19353,0,19353,20079,0,20079,90
Commission on Audit (COA),Other Benefits,PhilHealth Contributions,None,198160,0,198160,134752,0,134752,155508,0,155508,90
Commission on Audit (COA),Other Benefits,Employees Compensation Insurance Premiums,None,13060,0,13060,9676,0,9676,10038,0,10038,90
Commission on Audit (COA),Other Benefits,Loyalty Award Civilian,None,9895,0,9895,10360,0,10360,11798,0,11798,90
Commission on Audit (COA),Other Benefits,Terminal Leave,None,518001,0,518001,277806,0,277806,325932,0,325932,90
Commission on Audit (COA),Maintenance and Other Operating Services,Travelling Expenses,None,170676,0,170676,242744,0,242744,177630,0,177630,91
Commission on Audit (COA),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,39336,0,39336,26252,0,26252,35330,0,35330,91
Commission on Audit (COA),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,45753,0,45753,106912,0,106912,41906,0,41906,91
Commission on Audit (COA),Maintenance and Other Operating Services,Utility Expenses,None,124290,0,124290,121225,0,121225,122715,0,122715,91
Commission on Audit (COA),Maintenance and Other Operating Services,Communication Expenses,None,117689,0,117689,163381,0,163381,90306,0,90306,91
Commission on Audit (COA),Maintenance and Other Operating Services,Professional Services,None,2809,0,2809,0,0,0,0,0,0,91
Commission on Audit (COA),Maintenance and Other Operating Services,General Services,None,162327,0,162327,156497,0,156497,155430,0,155430,91
Commission on Audit (COA),Maintenance and Other Operating Services,Repairs and Maintenance,None,15451,0,15451,38459,0,38459,13438,0,13438,91
Commission on Audit (COA),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,27552,0,27552,14507,0,14507,16154,0,16154,91
Commission on Audit (COA),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,9329,0,9329,10337,0,10337,9145,0,9145,91
Commission on Audit (COA),Maintenance and Other Operating Services,Confidential Expenses,None,10000,0,10000,10000,0,10000,10000,0,10000,91
Commission on Audit (COA),Maintenance and Other Operating Services,Advertising Expenses,None,1341,0,1341,1020,0,1020,1020,0,1020,91
Commission on Audit (COA),Maintenance and Other Operating Services,Printing and Publication Expenses,None,12,0,12,171,0,171,174,0,174,91
Commission on Audit (COA),Maintenance and Other Operating Services,Representation Expenses,None,47748,0,47748,26878,0,26878,45389,0,45389,91
Commission on Audit (COA),Maintenance and Other Operating Services,Rent/Lease Expenses,None,3421,0,3421,3786,0,3786,3418,0,3418,91
Commission on Audit (COA),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,523,0,523,248,0,248,566,0,566,91
Commission on Audit (COA),Maintenance and Other Operating Services,Subscription Expenses,None,86479,0,86479,32030,0,32030,2206,0,2206,91
Commission on Audit (COA),Maintenance and Other Operating Services,Bank Transaction Fee,None,17,0,17,0,0,0,0,0,0,91
Commission on Audit (COA),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,56284,0,56284,0,0,0,100,0,100,91
Commission on Audit (COA),Capital Outlays,Buildings and Other Structures,None,598073,0,598073,45000,0,45000,581762,0,581762,91
Commission on Audit (COA),Capital Outlays,Machinery and Equipment Outlay,None,169050,0,169050,63561,0,63561,54930,0,54930,91
Commission on Elections (COMELEC),Salaries and other Lump-sums,Basic Salary,None,2494932,0,2494932,2007078,0,2007078,2313640,0,2313640,92
Commission on Elections (COMELEC),Other Compensation Common to All,Personnel Economic Relief Allowance,None,129630,0,129630,116064,0,116064,115584,0,115584,92
Commission on Elections (COMELEC),Other Compensation Common to All,Representation Allowance,None,11432,0,11432,14262,0,14262,14208,0,14208,92
Commission on Elections (COMELEC),Other Compensation Common to All,Transportation Allowance,None,7999,0,7999,14262,0,14262,14208,0,14208,92
Commission on Elections (COMELEC),Other Compensation Common to All,Clothing and Uniform Allowance,None,35653,0,35653,33852,0,33852,33712,0,33712,92
Commission on Elections (COMELEC),Other Compensation Common to All,Honoraria,None,7980,0,7980,58609,0,58609,1206,0,1206,92
Commission on Elections (COMELEC),Other Compensation Common to All,Overtime Pay,None,1381172,0,1381172,2369159,0,2369159,608764,0,608764,92
Commission on Elections (COMELEC),Other Compensation Common to All,Year End Bonus,None,176898,0,176898,167257,0,167257,192804,0,192804,92
Commission on Elections (COMELEC),Other Compensation Common to All,Mid-Year Bonus Civilian,None,167626,0,167626,167257,0,167257,192804,0,192804,92
Commission on Elections (COMELEC),Other Compensation Common to All,Cash Gift,None,24194,0,24194,24180,0,24180,24080,0,24080,92
Commission on Elections (COMELEC),Other Compensation Common to All,Productivity Enhancement Incentive,None,24153,0,24153,24180,0,24180,24080,0,24080,92
Commission on Elections (COMELEC),Other Compensation Common to All,Step Increment,None,0,0,0,5016,0,5016,5783,0,5783,92
Commission on Elections (COMELEC),Other Compensation Common to All,Collective Negotiation Agreement,None,171822,0,171822,0,0,0,0,0,0,92
Commission on Elections (COMELEC),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,1554,0,1554,0,0,0,0,0,0,92
Commission on Elections (COMELEC),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,0,0,428685,0,428685,494189,0,494189,92
Commission on Elections (COMELEC),Other Benefits,Pension Civilian Personnel,None,100384,0,100384,93936,0,93936,112826,0,112826,93
Commission on Elections (COMELEC),Other Benefits,Retirement and Life Insurance Premiums,None,0,249764,249764,0,279736,279736,0,322940,322940,93
Commission on Elections (COMELEC),Other Benefits,PAG-IBIG Contributions,None,12460,0,12460,11606,0,11606,11556,0,11556,93
Commission on Elections (COMELEC),Other Benefits,PhilHealth Contributions,None,52435,0,52435,48733,0,48733,55573,0,55573,93
